QCDate,ProductID,ProductNo,ProductName,LineID,Description,Specials,OriginationDate,EntryDate,Status,MatrixNumber,Components,Availability,EquivalentSoln,EquivalentNeat,Packaging,Storage,ExpirationDate,ShipType,UN#,ShipClass,PackGrp,ShipSpecial,Hazard1,Hazard2,Hazard3,Prop65,MSDS,Analysis,CofAHeader,Agilent#,Tedia#,ProdNotes,MatrixNotes,RecipeId,RushPriority,IsVoided,SagePartNumber,ProductLevel,DateInserted,CofATemplate,UniqueRequestID,Test_Timestamp,PfIDNo,PfBatchID,OrdID,QuoteNo,PfSentTo,PrepDate,PrepVolume,PrepUnit,PrepVessel,PrepVBarcode,PrdSaleUnit,PrepMatrixNo,PrepMatrixLot,PrepInits,PrepMemo,PrepNotebookRef,BulkQCStatus,BulkQCDate,BulkPassFail,BulkQCInits,BulkQCMemo,BulkLotNo,AmpRetains,AmpDate,AmpPreLabel,AmpNumberGood,AmpNumberBad,AmpBulkRemain,AmpTimeIn,AmpTimeOut,AmpInits,QCStatus,QCPassFail,QCAuthInits,QCMemo,QCMethod,LotNo,QCExpMonth,QCExpDate,QCSellBy,QCFullValidation,QCValidation,FgInvCount,FgAccpacNote,CofAHeaderNo,QCChromatogram,Correct,DoNotCorrect,DensityUnit,DensityTemp,recipeid
2020-02-04,,PST-1455S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,NB952332,,Prodflow I,done,1995-12-05 00:00:00,250.0,mL,1.0,,ampule,JHP-021,34222,MSK,"MSK S01-111A
FORMOTHION IS A TECH GRADE BUT THE PURITY WAS PUT IN AS 99.7% BECAUSE ì
THERE WAS TO BE NO CORRECTION.",MSK-S01-111A,,,,,,,,1995-12-11 00:00:00,False,168.0,0.0,,1899-12-30 12:40:00,1899-12-30 01:10:00,ZMA,,PASS,JER,"GRAVIMETRIC
MSK-S01-111A",,J-2299,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424,NB952373,,Prodflow I,done,1995-12-14 00:00:00,200.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S28-33,RAA-S28-33,,,,,,,,1995-12-15 00:00:00,False,135.0,0.0,,1899-12-30 02:10:00,1899-12-30 02:35:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S28-33",,J-2279,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,NB952374,,Prodflow I,done,1995-12-15 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S28-37,RAA-S28-37,,,,,,,,1995-12-18 00:00:00,False,76.0,0.0,,1899-12-30 12:00:00,1899-12-30 12:20:00,ZMA,,PASS,JER,"GRAVIMETRIC
RSS-S28-37",,J-2295,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,STM-470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428,NB952377,,Prodflow I,done,1995-12-15 00:00:00,250.0,mL,1.0,,ampule,JHP-021,34222,MSK,MSK S01-127,MSK-S01-127,,,,,,,,1995-12-18 00:00:00,False,167.0,0.0,,1899-12-30 02:20:00,1899-12-30 02:40:00,ZMA,,PASS,KFM,MSK-S01-127,,J-2292,,,,True,2.0,,,2.0,,False,True,,,
2020-02-10,,CUS-582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429,NB952378,,Prodflow I,done,1995-12-15 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,"RAA S28-59
AVERAGE OF XYLENES WAS USED AS THEY WERE INDIVIUALLY WEIGHED",RAA-S28-59,,,,,,,,1995-12-18 00:00:00,False,73.0,0.0,,1899-12-30 01:10:00,1899-12-30 01:25:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S28-59",,J-2296,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,NB952379,,Prodflow I,done,1995-12-18 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,ALF,"ALF S15-147
",ALF-S15-147,,,,,,,,1995-12-18 00:00:00,False,70.0,0.0,,1899-12-30 04:30:00,1899-12-30 04:45:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-147",,J-2288,,,,False,1.0,,,1.0,,False,True,,,
2020-02-03,,CUS-1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,NB952380,,Prodflow I,done,1995-12-18 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S15-149,ALF-S15-149,,,,,,,,1995-12-19 00:00:00,False,69.0,0.0,,1899-12-30 08:40:00,1899-12-30 09:05:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S15-149",,J-2287,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,US-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433,NB952382,,Prodflow I,done,1994-07-05 00:00:00,4000.0,mL,1.0,,ampule,JHP-031,32174,RAA,A2LA LOT RAA-S13-163,RAA-S13-163,,,,,,,,1995-11-01 00:00:00,False,2680.0,151.0,,1899-12-30 09:30:00,1899-12-30 10:55:00,ZMA,,PASS,GMD,"A2LA LOT - DO NOT SELL
RAA-S13-163 - US0204 2/1/1996",,J-2283,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CUS-1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436,NB952385,,Prodflow I,done,1995-12-20 00:00:00,100.0,mL,1.0,,ampule,JHP-018,35103,LDS,"LDS-S28-151
Diluted from stock ampules of PP's.",LDS-S28-151,,,,,,,,1995-12-21 00:00:00,False,69.0,0.0,,1899-12-30 10:55:00,1899-12-30 11:10:00,ZMA,,PASS,JER,"GRAVIMETRIC
LDS-S28-151",,J-2312,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,US-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439,NB952388,,Prodflow I,done,1995-09-06 00:00:00,2000.0,mL,1.0,,ampule,JHP-031,34222,RAA,RAA-S25-63,RAA-S25-63,,,,,,,,1995-10-24 00:00:00,False,1345.0,16.0,,1899-12-30 09:10:00,1899-12-30 02:00:00,ZMA,,PASS,GMD,"A2LA LOT - DO NOT SELL
RAA-S25-63 - US0206 4/26/1996",,J-2306,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,US-116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,NB952389,,Prodflow I,done,1995-12-22 00:00:00,1000.0,mL,1.0,,ampule,JHP-032,32252/31072,ALF,"ALF S15-169
A 2 L A
NOTE: 16 mls will be use for QTR-002",ALF-S15-169,,,,,,,,1996-01-04 00:00:00,False,648.0,12.0,,1899-12-30 09:30:00,1899-12-30 11:55:00,ZMA,,PASS,JER,A2LA LOT DO NOT SELL - US0208 5/21/1996,,K-0095,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CUS-1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481,NB960010,,Prodflow I,done,1996-01-03 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,RAA S28-129,RAA-S28-129,,,,,,,,1996-01-03 00:00:00,False,16.0,0.0,,1899-12-30 04:00:00,1899-12-30 04:15:00,ZMA,,PASS,KRB,"DATAPAK REQUIRED
RAA-S28-129",,K-0090,,,,True,2.0,,,2.0,,False,True,,,
2020-02-04,,CUS-1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654,NB960183,,Prodflow I,done,1996-02-13 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,RAA,RAA S29-159,RAA-S29-159,,,,,,,,1996-02-13 00:00:00,False,24.0,0.0,,1899-12-30 04:20:00,1899-12-30 04:35:00,ZMA,,PASS,GMD,DATAPAK REQUIRED,,K-0186,,,,True,2.0,,,2.0,,False,True,,,
2020-02-06,,EPA-1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,NB960016,,Prodflow I,done,1996-01-04 00:00:00,250.0,mL,1.0,,ampule,JHP-021,34222,LDS,LDS-S28-161A,LDS-S28-161A,,,,,,,,1996-01-05 00:00:00,False,177.0,0.0,,1899-12-30 03:15:00,1899-12-30 03:45:00,ZMA,,PASS,KFM,ORIGINAL LOT# K0028,,K-028A,,2000-12-31 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-02-05,,US-117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490,NB960019,,Prodflow I,done,1996-01-05 00:00:00,1000.0,mL,1.0,,ampule,JHP-031,33218,ALF,"ALF S16-27
A 2 L A",ALF-S16-27,,,,,,,,1996-01-25 00:00:00,False,689.0,0.0,,1899-12-30 02:35:00,1899-12-30 04:15:00,ZMA,,PASS,GMD,A2LA LOT DO NOT SELL - US0211 7/11/1996,,K-0355,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,NPM-645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532,NB960061,,Prodflow I,done,1996-01-16 00:00:00,500.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S16-71,ALF-S16-71,,,,,,,,1996-01-16 00:00:00,False,330.0,0.0,,1899-12-30 04:00:00,1899-12-30 04:40:00,ZMA,,PASS,KRB,ALF-S16-71,,K-0061,,1999-07-31 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-02-04,,CUS-1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539,NB960068,,Prodflow I,done,1996-01-16 00:00:00,100.0,mL,1.0,,ampule,JHP-153,34123/30226,RAA,RAA S28-181,RAA-S28-181,,,,,,,,1996-01-16 00:00:00,False,78.0,0.0,,1899-12-30 04:30:00,1899-12-30 04:50:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S28-181",,K-0072,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577,NB960106,,Prodflow I,done,1996-01-24 00:00:00,100.0,mL,1.0,,ampule,JHP-153,34123/30226,RAA,RAA S29-37,RAA-S29-37,,,,,,,,1996-01-25 00:00:00,False,69.0,0.0,,1899-12-30 12:00:00,1899-12-30 12:15:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S29-37",,K-0097,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540,NB960069,,Prodflow I,done,1996-01-16 00:00:00,200.0,mL,1.0,,ampule,JHP-042,JN00110EN,RAA,RAA S28-185,RAA-S28-185,,,,,,,,1996-01-17 00:00:00,False,142.0,0.0,,1899-12-30 11:05:00,1899-12-30 11:40:00,ZMA,,PASS,JER,"GRAVIMETRIC
RAA-S28-185",,K-0071,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CLP-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542,NB960071,,Prodflow I,done,1996-01-16 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,34222,ALF,"ALF S16-87
A 2 L A",ALF-S16-87,,,,,,,,1996-01-26 00:00:00,False,673.0,0.0,,1899-12-30 01:45:00,1899-12-30 03:35:00,ZMA,,PASS,GMD,A2LA LOT DO NOT SELL - US0215 7/11/1996,,K-0532,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,STS-220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545,NB960074,,Prodflow I,done,1996-01-16 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,34222,ALF,"ALF S16-93
A 2 L A",ALF-S16-93,,,,,,,,1996-01-31 00:00:00,False,684.0,0.0,,1899-12-30 08:55:00,1899-12-30 10:35:00,ZMA,,PASS,JER,A2LA LOT DO NOT SELL - US0212 7/11/1996,,K-0365,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CUS-1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551,NB960080,,Prodflow I,done,1996-01-17 00:00:00,100.0,mL,1.0,,ampule,JHP-001,34286,ALF,ALF S16-113,ALF-S16-113,,,,,,,,1996-01-19 00:00:00,False,67.0,0.0,,1899-12-30 09:00:00,1899-12-30 09:15:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S16-113",,K-0088,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,TCLP-520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552,NB960081,,Prodflow I,done,1996-01-18 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,34222,ALF,"ALF S16-107
A 2 L A",ALF-S16-107,,,,,,,,1996-02-07 00:00:00,False,688.0,0.0,,1899-12-30 09:05:00,1899-12-30 10:45:00,ZMA,,PASS,GMD,A2LA LOT DO NOT SELL - US0223 10/9/1996,,K-0816,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,STM-270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553,NB960082,,Prodflow I,done,1996-01-18 00:00:00,2000.0,mL,1.0,,ampule,JHP-021,34222,ALF,"ALF S16-117
A 2 L A",ALF-S16-117,,,,,,,,1996-01-29 00:00:00,False,1364.0,0.0,,1899-12-30 01:05:00,1899-12-30 04:00:00,ZMA,,PASS,GMD,A2LA LOT DO NOT SELL - US0210 7/11/1996,,K-0354,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,CUS-1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571,NB961102,,Prodflow I,done,1996-09-30 00:00:00,200.0,mL,1.0,,ampule,JHP-049,DG-05047DG,RAA,GRAVIMETRIC,,,,,,,,,1996-10-01 00:00:00,False,140.0,0.0,,1899-12-30 04:00:00,1899-12-30 04:20:00,ZMA,,PASS,JER,RAA S35-141,,K-1061,,,,True,2.0,,,2.0,,False,True,,,
2020-02-07,,CUS-833B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2572,NB961103,,Prodflow I,done,1996-09-30 00:00:00,200.0,mL,1.0,,ampule,JHP-021,36110,RAA,DATAPAK REQUIRED,,,,,,,,,1996-10-02 00:00:00,False,276.0,3.0,,1899-12-30 09:45:00,1899-12-30 10:40:00,ZMA,,PASS,JER,RAA S35-139,,K-1062,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573,NB961104,,Prodflow I,done,1996-09-30 00:00:00,200.0,mL,1.0,,ampule,JHP-166,DG-05047DG/36110,RAA,"LDS-S30-115A
Sonic Bath.",LDS-S30-115A,,,,,,,,1996-10-01 00:00:00,False,137.0,0.0,,1899-12-30 04:30:00,1899-12-30 04:45:00,ZMA,,PASS,GMD,"RAA S35-145
",,K-1065,,,,True,2.0,,,2.0,,False,True,,,
2020-02-11,,CUS-1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2581,NB961112,,Prodflow I,done,1996-10-02 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,ALF,GRAVIMETRIC,,,,,,,,,1996-10-04 00:00:00,False,71.0,0.0,,1899-12-30 08:45:00,1899-12-30 09:05:00,ZMA,,PASS,JER,ALF S22-121,,K-1070,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582,NB961113,,Prodflow I,done,1996-10-02 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,ALF,GRAVIMETRIC,,,,,,,,,1996-10-03 00:00:00,False,71.0,0.0,,1899-12-30 04:25:00,1899-12-30 04:35:00,ZMA,,PASS,JER,ALF S22-123,,K-1069,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2583,NB961114,,Prodflow I,done,1996-10-02 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,ALF S22-125,ALF-S22-125,,,,,,,,1996-10-04 00:00:00,False,70.0,2.0,,1899-12-30 09:15:00,1899-12-30 09:35:00,ZMA,,PASS,JER,RAA S35-177,,K-1071,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2586,NB961117,,Prodflow I,done,1996-10-02 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,RAA,GRAVIMETRIC,,,,,,,,,1996-10-02 00:00:00,False,68.0,2.0,,1899-12-30 09:10:00,1899-12-30 09:30:00,ZMA,,PASS,JER,RAA S35-153,,K-1068,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587,NB961118,,Prodflow I,done,1996-10-03 00:00:00,100.0,mL,1.0,,ampule,JHP-056,36110/R6HM1364282196,ALF,GRAVIMETRIC,,,,,,,,,1996-10-07 00:00:00,False,65.0,7.0,,1899-12-30 10:15:00,1899-12-30 10:30:00,ZMA,,PASS,JER,ALF S22-131,,K-1079,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588,NB961119,,Prodflow I,done,1996-10-03 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,ALF,GRAVIMETRIC,,,,,,,,,1996-10-07 00:00:00,False,70.0,1.0,,1899-12-30 09:50:00,1899-12-30 10:00:00,ZMA,,PASS,JER,ALF S22-133,,K-1080,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2589,NB961120,,Prodflow I,done,1996-10-03 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,ALF,GRAVIMETRIC,,,,,,,,,1996-10-07 00:00:00,False,63.0,2.0,,1899-12-30 10:35:00,1899-12-30 10:50:00,ZMA,,PASS,JER,ALF S22-137,,K-1081,,,,False,1.0,,,1.0,,False,True,,,
2020-02-11,,CUS-1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590,NB961121,,Prodflow I,done,1996-10-04 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,ALF,GRAVIMETRIC,,,,,,,,,1996-10-07 00:00:00,False,175.0,0.0,,1899-12-30 09:25:00,1899-12-30 09:45:00,ZMA,,PASS,JER,ALF S22-135,,K-1082,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2591,NB961122,,Prodflow I,done,1996-10-03 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36110,RAA,GRAVIMETRIC,,,,,,,,,1996-10-07 00:00:00,False,69.0,2.0,,1899-12-30 11:20:00,1899-12-30 11:35:00,ZMA,,PASS,JER,RAA S35-187,,K-1083,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,NB960084,,Prodflow I,done,1996-01-18 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S16-115,ALF-S16-115,,,,,,,,1996-01-19 00:00:00,False,68.0,0.0,,1899-12-30 09:20:00,1899-12-30 09:35:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S16-115",,K-0087,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579,NB960108,,Prodflow I,done,1996-01-25 00:00:00,100.0,mL,1.0,,ampule,JHP-029,9333,ALF,ALF S16-163,ALF-S16-163,,,,,,,,1996-01-26 00:00:00,False,65.0,0.0,,1899-12-30 01:15:00,1899-12-30 01:30:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S16-163",,K-0106,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581,NB960110,,Prodflow I,done,1996-01-26 00:00:00,100.0,mL,1.0,,ampule,JHP-032,32252/31072,ALF,ALF S16-165,ALF-S16-165,,,,,,,,1996-01-26 00:00:00,False,69.0,0.0,,1899-12-30 04:20:00,1899-12-30 04:40:00,ZMA,,PASS,JER,"GRAVIMETRIC
ALF-S16-165",,K-0108,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,EPA-2043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631,NB960160,,Prodflow I,done,1995-05-05 00:00:00,2000.0,mL,1.0,,ampule,JHP-021,34222,RAA,"A2LA
RAA-S21-15",RAA-S21-15,,,,,,,,1995-07-21 00:00:00,False,1441.0,6.0,,1899-12-30 10:50:00,1899-12-30 04:00:00,ZMA,,PASS,GMD,"A2LA LOT - DO NOT SELL
RAA-S21-15 - US0200 2/1/1996",,J-0352,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,NB960161,,Prodflow I,done,1996-02-08 00:00:00,100.0,mL,1.0,,ampule,JHP-029,9333,RAA,RAA S29-117,RAA-S29-117,,,,,,,,1996-02-08 00:00:00,False,66.0,1.0,,1899-12-30 03:25:00,1899-12-30 04:00:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0148,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634,NB960163,,Prodflow I,done,1996-02-08 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S17-33,ALF-S17-33,,,,,,,,1996-02-08 00:00:00,False,73.0,2.0,,1899-12-30 04:20:00,1899-12-30 04:30:00,ZMA,,PASS,JER,DATAPAK REQUIRED,,K-0168,,,,True,2.0,,,2.0,,False,True,,,
2020-02-10,,CUS-1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1645,NB960174,,Prodflow I,done,1996-02-07 00:00:00,100.0,mL,1.0,,ampule,JHP-001,34286,RAA,RAA S29-123,RAA-S29-123,,,,,,,,1996-02-08 00:00:00,False,76.0,0.0,,1899-12-30 04:00:00,1899-12-30 04:10:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0149,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1574A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,NB960175,,Prodflow I,done,1996-02-08 00:00:00,100.0,mL,1.0,,ampule,JHP-010,32252/31072/34259,RAA,RAA S29-125,RAA-S29-125,,,,,,,,1996-02-09 00:00:00,False,52.0,0.0,,1899-12-30 02:00:00,1899-12-30 02:15:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0147,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1574B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647,NB960176,,Prodflow I,done,1996-02-08 00:00:00,100.0,mL,1.0,,ampule,JHP-010,32252/31072/34259,RAA,RAA S29-129,RAA-S29-129,,,,,,,,1996-02-09 00:00:00,False,48.0,0.0,,1899-12-30 02:15:00,1899-12-30 02:30:00,ZMA,,PASS,JER,HP MIX,,K-0146,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CUS-1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648,NB960177,,Prodflow I,done,1996-02-09 00:00:00,50.0,mL,1.0,,ampule,JHP-035,N/A,RAA,"RAA S29-131
ONLY MADE 50 ML OF THIS SOLUTION",RAA-S29-131,,,,,,,,1996-02-09 00:00:00,False,33.0,0.0,,1899-12-30 04:45:00,1899-12-30 04:55:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0166,,,,False,1.0,,,1.0,,False,True,,,
2020-02-12,,CUS-1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649,NB960178,,Prodflow I,done,1996-02-08 00:00:00,50.0,mL,1.0,,ampule,JHP-035,N/A,RAA,"RAA S29-133
THIS IS A PER CENT/ WT GRAVIMETRIC
",RAA-S29-133,,,,,,,,1996-02-12 00:00:00,False,33.0,0.0,,1899-12-30 09:15:00,1899-12-30 09:30:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0167,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1652,NB960181,,Prodflow I,done,1996-02-09 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S29-143,RAA-S29-143,,,,,,,,1996-02-12 00:00:00,False,74.0,0.0,,1899-12-30 03:40:00,1899-12-30 04:00:00,ZMA,,PASS,JER,"GRAVIMETRIC
",,K-0155,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655,NB960184,,Prodflow I,done,1996-02-14 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S29-163,RAA-S29-163,,,,,,,,1996-02-15 00:00:00,False,75.0,0.0,,1899-12-30 09:30:00,1899-12-30 09:50:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0174,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,LOC-052A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662,NB960191,,Prodflow I,done,1996-02-15 00:00:00,200.0,mL,1.0,,ampule,JHP-003,34256,RAA,RAA S29-167,RAA-S29-167,,,,,,,,1996-02-16 00:00:00,False,149.0,0.0,,1899-12-30 01:10:00,1899-12-30 01:35:00,ZMA,,PASS,JER,DATAPAK REQUIRED,,K-0242,,,,True,2.0,,,2.0,,False,True,,,
2020-02-04,,Setup Batch for Products,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,AA00001,,SETUP,done,2012-03-12 00:00:00,10.0,mL,1.0,,SETUP,JHP-035,1,TEST,SETUP - Do Not Remove,SETUP,,,,TEST,SETUP - Do Not Remove,CV-0000,0.0,,False,0.0,0.0,,,,,,,TEST,SETUP - Do Not Remove - Set lot # header code to upcoming year's code,,CV-0000,0.0,2003-11-30 00:00:00,,False,1.0,0.0,SETUP - Do Not Remove,1.0,,False,True,,,
2020-02-06,,CUS-14666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62426,NP01489,49727.0,032213-316,done,2013-04-01 00:00:00,100.0,mL,1.0,F100-000057,1 mL in 2 mL Flame-Sealed Amber Ampule(s),JHP-040,RM06395-001,AHS1,SONICATED,,,2013-04-01 00:00:00,Pass,JBS,,CK-1123,,2013-04-03 00:00:00,False,65.0,,,1899-12-30 08:00:00,1899-12-30 08:20:00,DAK,,Pass,GSB,,,CK-1123,24.0,2015-05-31 00:00:00,,False,1.0,65.0,,1.0,,False,False,,,
